ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,km_per_driving_day,percent_sessions_in_last_month,professional_driver,total_sessions_per_day,km_per_hour,km_per_drive,percent_of_drives_to_favorite,device2,label2.
11,retained,125,100,357.1790311,487,3,7,2284.819767,1034.651333,1,1,iPhone,2284.819767,0.3499645531123118,0,0.7334271685831621,132.4979552507859,22.84819767,0.027997164248984942,1,0
12,retained,51,41,109.8818549,2760,64,0,2512.308716,1717.268618,12,12,iPhone,209.35905966666667,0.46413486600142934,0,0.03981226626811594,87.77806883558853,61.27582234146342,0.5824437534135584,1,0
13,retained,80,64,132.8305064,3154,39,16,8531.24807,6324.273457,1,0,Android,0.0,0.6022712866808735,0,0.04211493544705136,80.93813268517557,133.30075109375,0.41406150959310056,0,0
14,churned,72,66,401.3518086,2524,54,24,5922.811202,2227.280393,0,0,Android,0.0,0.17939373501554964,0,0.15901418724247227,159.55273221856984,89.73956366666667,0.19434321293351212,0,1
15,retained,23,22,95.2921595,50,193,0,2188.829771,1775.713499,11,10,iPhone,218.8829771,0.24136298432821224,0,1.90584319,73.95888263166266,99.49226231818183,2.025350259797607,1,0
16,retained,30,25,41.53837224,1554,61,19,1213.549279,949.1301246,17,13,Android,93.34994453846154,0.722223774842844,0,0.026729969266409265,76.7154627724899,48.54197116,1.9259300662475838,0,0
17,churned,272,219,564.2714848,88,0,90,3529.33898,2078.426838,11,11,Android,320.84899818181816,0.48203747190309904,0,6.412175963636364,101.88491359348008,16.11570310502283,0.15949769290911364,0,1
18,retained,48,38,259.0657534,2077,131,11,9140.608725,4922.692428,10,3,Android,3046.869575,0.18528114723788883,0,0.12473074309099663,111.40987000945329,240.54233486842105,0.5481233939120878,0,0
19,retained,106,98,170.9254705,87,0,6,8566.541401,2534.595126,22,20,iPhone,428.32707005000003,0.620153331682653,1,1.9646605804597699,202.79076480004247,87.41368776530612,0.035103018774489785,1,0
20,retained,52,42,144.7141026,2937,306,0,1601.896284,951.8891394,7,7,iPhone,228.84232628571428,0.35932918123212687,0,0.04927276220633299,100.97160799689654,38.140387714285716,2.1145140280198236,1,0
21,retained,148,119,168.8281397,501,77,28,2170.296817,551.9648276,21,21,iPhone,103.34746747619047,0.8766311129352566,1,0.3369823147704591,235.91686011262794,18.23778837815126,0.6219342355283916,1,0
22,churned,73,60,118.8088122,1607,254,92,2653.436921,400.7073101,16,16,iPhone,165.8398075625,0.6144325378585007,1,0.07393205488487865,397.3129794419491,44.22394868333333,2.912241891767688,1,1
23,churned,29,23,33.13702884,2188,338,0,4283.503913,654.5190065,2,2,iPhone,2141.7519565,0.875153899283627,0,0.015144894351005484,392.67039188723686,186.23930056521738,10.200069584753997,1,1
24,retained,3,3,50.32821361,1084,63,23,2274.207173,1650.575799,16,10,Android,227.42071729999998,0.059608712187708426,0,0.04642824133763838,82.66959352164838,758.0690576666666,1.7087830827143082,0,0
25,retained,0,0,139.194969,2731,13,4,5702.339466,4582.737478,6,2,Android,2851.169733,0.0,0,0.050968498352251916,74.65851352002757,0.0,0.122130850864301,0,0
26,retained,132,106,160.2585518,112,199,28,4828.974928,3178.144689,13,9,Android,536.5527697777777,0.8236689931201537,0,1.4308799267857142,91.165923528537,45.55636724528301,1.4164610715020827,0,0
27,churned,5,5,215.8764605,2465,412,0,925.0304742,490.5346749,16,8,iPhone,115.628809275,0.023161395125801593,0,0.08757665740365111,113.14557622927381,185.00609484,1.9084989583660512,1,1
28,retained,64,54,80.76829058,1635,81,0,2723.495224,1546.790177,2,2,iPhone,1361.747612,0.7923901761497452,0,0.049399566103975535,105.64439564578382,50.43509674074074,1.0028688166895212,1,0
29,retained,57,46,60.0376594,1732,429,95,1443.441103,589.9503158,27,21,Android,68.73529061904762,0.9494041001871568,0,0.03466377563510393,146.80298299791164,31.37915441304348,8.72785523680825,0,0
30,retained,78,66,484.5716429,2381,106,21,10573.01978,6978.070441,31,26,iPhone,406.6546069230769,0.16096690993553806,1,0.20351601969760605,90.91068830040204,160.1972693939394,0.26208714822837603,1,0
31,retained,46,37,98.15654833,2938,372,26,4042.105947,1404.569949,22,17,iPhone,237.77093805882353,0.4686391359784686,0,0.0334093084853642,172.66947580123687,109.24610667567568,4.054747306944141,1,0
32,retained,38,34,62.74575283,1940,313,12,4668.226427,1066.10387,24,20,iPhone,233.41132134999998,0.6056186799281088,0,0.03234317156185567,262.7263566916796,137.30077726470586,5.179633446753562,1,0
33,retained,291,233,568.7227649,275,39,9,2578.7202,1703.292389,15,15,iPhone,171.91468,0.5116728535583893,1,2.0680827814545455,90.83772874182674,11.067468669527898,0.08439964594777556,1,0
34,retained,126,101,346.3382111,2225,149,0,3666.356368,1446.018362,11,11,iPhone,333.30512436363637,0.3638062332187174,0,0.15565762296629215,152.1290378192307,36.300558099009905,0.43021530753641984,1,0
35,retained,156,127,780.9466294,101,113,0,1944.771913,646.9535456,18,18,iPhone,108.04288405555556,0.19975756873405617,1,7.732144845544554,180.3627409936866,15.31316466929134,0.14469618760864325,1,0
36,retained,75,60,108.1659311,2329,223,36,2354.623612,809.7421876,4,1,Android,2354.623612,0.6933791373797918,0,0.0464430790468012,174.47209603680528,39.24372686666666,2.394469287751548,0,0
37,retained,16,14,103.8941155,443,0,5,8786.114497,7181.044427,19,19,Android,462.4270787894737,0.15400294735653244,0,0.23452396275395032,73.41089101717655,627.5796069285715,0.04812592104891639,0,0
38,retained,95,78,190.9769901,1848,35,28,2314.364451,1317.170917,20,20,iPhone,115.71822255,0.4974421261443894,1,0.1033425271103896,105.42433428174455,29.671339115384615,0.3298826731273319,1,0
39,retained,91,91,123.8217255,470,0,86,3423.421216,2355.455086,29,26,iPhone,131.67004676923077,0.7349275713331906,1,0.263450479787234,87.20407117115371,37.620013362637366,0.6945469355456527,1,0
40,retained,105,91,115.0010192,655,14,11,1822.449032,1197.962657,24,24,Android,75.93537633333334,0.9130353863855147,1,0.17557407511450382,91.27742111246793,20.02691243956044,0.21738937771083683,0,0
41,retained,20,17,183.5959214,2601,325,15,3182.697466,1768.326087,23,16,iPhone,198.918591625,0.10893488181813171,0,0.07058666720492118,107.99017747002225,187.217498,1.8518929909082391,1,0
42,retained,165,132,309.913971,2567,293,76,4673.201532,2119.32992,20,17,Android,274.89420776470587,0.5324058139992662,1,0.12073002376314765,132.30223820932986,35.40304190909091,1.190653002216541,0,0
43,retained,133,106,182.484696,2595,185,52,4422.867487,2012.308708,8,2,Android,2211.4337435,0.728828241026853,0,0.07032165549132949,131.87442272898022,41.72516497169812,1.2987390460403319,0,0
44,retained,26,22,132.0307891,921,272,7,632.1399703,420.7125087,30,24,Android,26.339165429166666,0.1969237643524771,0,0.1433559056460369,90.1527704398393,28.733635013636363,2.1131434713208117,0,0
45,retained,25,25,63.26935458,1219,7,0,1187.584153,419.5127746,27,25,iPhone,47.50336612,0.39513600487877776,0,0.05190266987694832,169.85191749629263,47.50336612,0.11063808136605778,1,0
46,churned,114,105,309.5828548,189,11,7,4285.245618,2322.605058,9,4,iPhone,1071.3114045,0.3682374467205152,0,1.6380045227513227,110.70101487740754,40.81186302857143,0.058142754745344506,1,1
47,churned,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,iPhone,521.4067303333334,0.9289733647075266,0,0.04485238032608696,114.1985946887639,78.21100955,3.1908215570388956,1,1
48,churned,48,42,223.2527291,757,335,28,9947.593149,3369.145354,8,2,iPhone,4973.7965745,0.2150029708192266,0,0.2949177398943197,177.1534102057622,236.84745592857143,1.625959966820401,1,1
49,retained,62,51,113.8218829,694,274,42,3826.387247,2916.712292,26,21,Android,182.20891652380953,0.5447107218782443,0,0.16400847680115274,78.7130206327529,75.02720092156864,2.7762675502181486,0,0
50,retained,7,7,36.67792977,2794,274,18,1130.116953,723.0277468,8,8,iPhone,141.264619125,0.19085046631300095,0,0.013127390755189691,93.78204015005305,161.445279,7.961190880485183,1,0
51,retained,67,57,76.46614419,1713,0,52,1620.545554,793.9297612,25,19,Android,85.2918712631579,0.8762047663018172,0,0.04463872982486865,122.47019571735888,28.430623754385966,0.6800395201148431,0,0
52,retained,4,4,62.62085256,3291,65,0,4996.233445,1345.047896,28,23,iPhone,217.2275410869565,0.06387648581065565,0,0.019027910227894258,222.8723658030985,1249.05836125,1.0379928944231545,1,0
53,retained,84,68,123.517569,3286,74,145,1558.791847,1201.028705,17,15,iPhone,103.91945646666666,0.680065197850518,1,0.03758903499695678,77.87283553726553,22.92340951470588,1.773027122967422,1,0
54,retained,12,10,21.82921966,3365,26,0,2900.68855,1698.26517,14,7,Android,414.3840785714286,0.5497218950977381,0,0.006487138086181278,102.48182443734626,290.068855,1.191064106045099,0,0
55,retained,20,18,110.2701495,724,70,0,4418.959399,1660.205994,7,3,iPhone,1472.9864663333335,0.18137274766277522,0,0.15230683632596687,159.70160624537536,245.49774438888892,0.6348046168197133,1,0
56,churned,150,127,187.7083464,2028,208,132,1396.461977,496.6208911,0,0,iPhone,0.0,0.7991120420418343,0,0.09255835621301775,168.7156543785598,10.995763598425196,1.8113206286281578,1,1
57,retained,41,33,176.6673157,2257,86,9,2493.388001,1103.630334,5,4,Android,623.34700025,0.23207461910850782,0,0.07827528387239699,135.55560720932485,75.55721215151515,0.5377338735441035,0,0
58,retained,44,35,125.7867257,2193,304,0,351.6341884,243.7716509,11,9,iPhone,39.07046537777778,0.3497984366406001,0,0.05735828805289558,86.54842031920622,10.046691097142858,2.4167891986077827,1,0
59,retained,23,20,24.46477623,1924,169,0,11556.27748,4966.840886,27,26,Android,444.4722107692308,0.9401271355916261,0,0.012715580161122661,139.60113978171034,577.813874,6.907890691955862,0,0
60,retained,49,42,68.3160358,1195,132,9,2702.164267,244.0548921,31,20,iPhone,135.10821335,0.7172547327460708,0,0.057168230794979076,664.3171731774519,64.33724445238096,2.0639370881060404,1,0
61,retained,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,iPhone,182.74242125,0.18164310006627435,0,0.13481090951025057,91.94101537425198,41.76969628571429,0.3463891675682441,1,0
62,retained,69,56,81.66585433,1356,373,0,11014.87014,9143.800241,24,23,iPhone,478.9073973913044,0.8449063634500277,0,0.06022555629056047,72.27762975798805,196.69410964285717,4.567392370534208,1,0
63,retained,253,203,298.6736471,1546,0,88,4695.169432,2146.467081,6,1,iPhone,4695.169432,0.8470784163803114,0,0.19319123357050452,131.243646088789,23.12891345812808,0.29463597091489097,1,0
64,retained,4,3,113.8187866,1830,233,0,9624.439528,3213.049582,6,0,Android,0.0,0.035143583229870774,0,0.06219605825136612,179.7253222966293,3208.1465093333336,2.0471137231399723,0,0
65,retained,12,12,478.4156826,1796,69,35,6931.284783,4643.478348,23,22,Android,315.05839922727273,0.02508278979230937,0,0.26637844242761693,89.56154326833959,577.60706525,0.21738417820001454,0,0
66,retained,150,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,iPhone,68.89919803846155,0.5543997216611805,1,0.20086333066072753,423.5341409167047,14.8047863553719,0.0,1,0
67,churned,36,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,iPhone,3215.221847,0.718714483700618,0,0.04292153525278492,120.94942293228172,110.86971886206896,2.775036478732942,1,1
68,retained,25,21,66.56667195,1619,147,11,3554.923388,2616.219443,19,18,iPhone,197.4957437777778,0.3755633152094214,0,0.04111591843730698,81.52810111196777,169.2820660952381,2.3735601521235434,1,0
69,retained,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,iPhone,621.49852175,0.2719422946065229,0,0.05552895390100672,124.55809170356787,82.86646956666667,0.052877668395712785,1,0
70,churned,62,51,327.5779296,2285,381,0,5270.991501,2571.449828,16,16,Android,329.4369688125,0.18926794022938961,0,0.1433601442450766,122.98878501004144,103.35277452941178,1.1630820197967329,0,1
71,retained,248,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,iPhone,675.4963786000001,0.9987461595733435,0,0.08715736848016849,99.72735030104076,16.887409465,0.35036659630193906,1,0
72,retained,23,20,126.0890646,997,36,71,8054.086196,1506.312415,28,21,iPhone,383.5279140952381,0.1824107433342003,0,0.1264684700100301,320.81337639376756,402.70430980000003,0.8486065015982361,1,0
73,retained,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone,258.0948901818182,0.4224731376685706,1,0.177177696804037,177.0650158504917,70.09984671604938,0.3227884647355371,1,0
74,retained,142,113,324.7514369,3001,806,18,1966.355964,872.2037088,29,20,iPhone,98.3177982,0.4372574956264959,1,0.10821440749750083,135.2681221710485,17.40138021238938,2.537325185888962,1,0
75,retained,84,67,134.0383111,2868,177,55,2541.396988,1453.3281,22,21,iPhone,121.01890419047619,0.6266864996331635,1,0.046735812796373774,104.92043694744498,37.93129832835821,1.7308484275582612,1,0
76,retained,30,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,iPhone,929.0374346666667,0.40586156204521934,0,0.04292498826364692,87.03275786861458,199.0794502857143,4.1939028078006,1,0
78,retained,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,Android,128.79061645,0.1685687486654623,0,0.24929500062256807,156.57777726146034,47.700228314814815,0.24036654902297402,0,0
79,retained,97,84,209.2083212,1980,0,0,4471.194505,2104.72818,22,15,Android,298.07963366666667,0.4636526857230954,1,0.10566076828282828,127.46143319086458,53.22850601190477,0.0,0,0
81,churned,26,23,83.16688568,2118,335,0,944.2046415,455.0263064,2,0,Android,0.0,0.31262442722744027,0,0.03926670711992445,124.50330385997216,41.05237571739131,4.028045504661249,0,1
82,retained,16,16,40.74102349,484,373,61,3628.581195,2134.416647,9,9,iPhone,403.17568833333337,0.39272454713680044,0,0.0841756683677686,102.00204913413046,226.7863246875,10.652653341085712,1,0
83,retained,22,17,130.7650795,199,75,28,4626.208693,1499.578879,29,24,Android,192.75869554166664,0.16824063491660246,0,0.6571109522613066,185.10031413959385,272.129923117647,0.7876720634731843,0,0
84,retained,18,18,446.7149825,1115,228,0,4798.273478,3831.848313,31,25,iPhone,191.93093912,0.040294148853626144,0,0.4006412399103139,75.13251704230495,266.5707487777778,0.5103925521459312,1,0
85,retained,16,16,20.26166523,960,279,58,5044.128761,3437.228784,24,23,Android,219.30994613043478,0.7896685597346631,0,0.02110590128125,88.04992180584509,315.2580475625,16.63239403941134,0,0
86,retained,57,47,72.55234081,1260,230,65,3644.416203,1020.232449,5,4,Android,911.10405075,0.7856397100855993,0,0.05758122286507937,214.32858011360904,77.54077027659575,4.066030078513189,0,0
87,retained,18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,iPhone,1885.978612,0.09101644669264888,0,0.13036681272247858,138.0708039101751,209.55317911111112,1.0568020754868674,1,0
88,retained,306,246,320.2575311,2252,60,0,3595.562658,2420.119875,28,20,Android,179.7781329,0.9554810434870051,1,0.1422102713587922,89.14176595487858,14.616108365853657,0.18734922421313827,0,0
89,retained,35,28,71.61167794,1987,534,0,2422.61532,1156.60925,18,13,Android,186.3550246153846,0.4887471011267858,0,0.036040099617513845,125.67504470502895,86.52197571428572,7.456884342905818,0,0
90,retained,105,105,286.8490491,2826,168,0,2237.801562,1056.262155,4,0,iPhone,0.0,0.3660461846725362,0,0.1015035559447983,127.11625905029233,21.31239582857143,0.5856738954760579,1,0
91,retained,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone,67.7390123076923,0.7459845659236316,1,0.0450818355849382,340.1004522057245,18.73632255319149,1.9319087476483792,1,0
92,retained,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,iPhone,1245.7799173333333,0.5213491428854095,0,0.24032936465721041,212.43997965797848,43.457438976744186,1.5640474286562285,1,0
93,retained,52,46,58.27949387,613,223,183,4742.485842,3196.94492,20,20,iPhone,237.1242921,0.8922520864026852,0,0.0950725838009788,89.00658523700808,103.09751830434783,6.966429751528657,1,0
94,retained,17,14,279.9773294,3440,95,56,2674.811414,229.6819476,2,2,iPhone,1337.405707,0.060719201931211796,0,0.08138875854651162,698.7431381394293,191.05795814285713,0.5393293818595871,1,0
95,churned,116,95,192.6382907,359,142,0,4032.868589,2695.612209,1,0,iPhone,0.0,0.6021648114634148,0,0.5365969100278551,89.7651800700833,42.45124830526316,0.7371327864465941,1,1
96,churned,305,244,638.0401516,400,171,164,1896.894034,960.975077,19,13,Android,145.9149256923077,0.4780263424412365,0,1.5951003789999998,118.43558148803059,7.77415587704918,0.5250453269436531,0,1
97,retained,0,0,559.5471117,2879,0,0,6668.84435,3511.370419,28,24,Android,277.86851458333336,0.0,0,0.1943546758249392,113.9528483907297,0.0,0.0,0,0
99,retained,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,iPhone,6254.94844,0.5014315135261485,0,0.04832920168210976,100.26805484124739,183.9690717647059,0.7521472702892227,1,0
100,churned,122,99,295.5242311,2482,167,0,3396.139646,1841.313356,2,0,iPhone,0.0,0.4128257082199037,0,0.11906697465753426,110.66469381542898,34.30444086868687,0.5650974858419994,1,1
101,retained,76,62,136.1968645,70,31,0,5700.894677,1041.768956,6,3,iPhone,1900.2982256666667,0.5580157831019671,0,1.945669492857143,328.33929121228306,91.94991414516129,0.22761170100211814,1,0
102,retained,113,91,236.2949809,1031,34,65,2810.720839,1245.591383,0,0,iPhone,0.0,0.4782158282397948,0,0.22919008816682834,135.39211385183452,30.887042186813186,0.41896784951982025,1,0
103,retained,78,63,121.4956353,2231,0,9,2427.257066,831.6080142,21,18,iPhone,134.84761477777778,0.6419983714427312,1,0.05445792707306141,175.12508474332117,38.52788993650794,0.07407673516646898,1,0
104,churned,48,39,132.1688328,2279,194,0,2626.224474,1437.792565,24,24,Android,109.42601975000001,0.3631718536293225,0,0.057994222378236066,109.59402091497115,67.33908907692307,1.4678195750851786,0,1
105,retained,37,30,53.99957919,710,2,30,5661.684796,2816.030953,26,20,Android,283.0842398,0.6851905247226798,0,0.07605574533802817,120.63116259361655,188.72282653333332,0.5925972105709664,0,0
106,retained,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,Android,54.05209017391304,0.4319522872041882,1,0.1400325501740644,110.46441068638806,11.099982803571427,0.9167332714045721,0,0
107,retained,66,55,120.0854852,2515,0,0,2641.117738,2125.9414,16,14,iPhone,188.651267,0.5496084717489238,0,0.04774770783300199,74.53971416145336,48.02032250909091,0.0,1,0
108,retained,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,iPhone,1010.4921366000001,0.5129438593555029,0,0.08351019429837518,349.23607718563625,219.67220360869567,5.465505260029325,1,0
109,retained,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,Android,567.4689626666667,0.4923356696030326,0,0.03321132262048193,280.1295120727499,44.800181263157896,0.44051086227639763,0,0
110,retained,56,47,90.50690136,1714,0,0,1586.463423,733.9737947,15,13,Android,122.03564792307692,0.6187373466389547,0,0.052804493208868146,129.6882886927952,33.75454091489362,0.0,0,0
112,retained,54,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,Android,293.7208298333333,0.4630933425580155,0,0.035989864537037036,105.03699388873117,39.162777311111114,0.7975496455165823,0,0
113,retained,91,73,168.251515,3045,198,187,792.4761859,490.3170508,21,13,Android,60.95970660769231,0.5408569426551671,0,0.055255013136289,96.97515327362139,10.855838163013699,2.2882409112333995,0,0
114,retained,18,15,85.47546123,1305,25,10,2727.785623,513.498205,7,7,iPhone,389.68366042857144,0.21058675485312736,0,0.06549843772413792,318.7297166501293,181.85237486666668,0.40947424554774764,1,0
115,retained,40,32,52.76008722,314,0,0,1724.225763,904.4785419,0,0,iPhone,0.0,0.7581488603915162,0,0.168025755477707,114.37921519141791,53.88205509375,0.0,1,0
116,retained,23,19,55.70118982,943,13,0,1234.079017,865.2079368,4,4,Android,308.51975425,0.41291757095898957,0,0.05906806979851538,85.58028408044535,64.95152721052632,0.23338819228116803,0,0
117,retained,79,64,245.6239413,3016,0,92,4457.568347,1293.012432,25,20,Android,222.87841735,0.3216298850261955,1,0.08144029883952256,206.84573032782723,69.649505421875,0.3745563218026581,0,0
118,retained,42,34,174.1668226,1461,0,82,3478.887784,2343.429301,6,3,Android,1159.6292613333333,0.2411481094562955,0,0.11921069308692675,89.07171509331572,102.32022894117647,0.4708129756051484,0,0
119,retained,192,155,234.4007225,2503,205,40,9041.333182,4364.070565,28,26,Android,347.7435839230769,0.8191101032122459,1,0.09364791150619257,124.30596225246876,58.33118181935484,1.0452186212864596,0,0
120,retained,16,14,403.4809775,1267,14,3,2585.059579,1690.346282,24,23,iPhone,112.39389473913045,0.039654905416203916,0,0.3184538101815312,91.75846179664624,184.6471127857143,0.04213333700471666,1,0
121,churned,67,55,129.2595571,2922,310,15,2569.150563,1948.197506,11,7,iPhone,367.02150900000004,0.5183369145243651,0,0.044236672518822726,79.12392522075224,46.711828418181824,2.5143208540360997,1,1
122,retained,150,122,269.0140577,546,0,38,6446.129773,2611.811183,16,10,iPhone,644.6129773,0.5575916786002221,0,0.49269973937728945,148.08412985495667,52.837129286885244,0.1412565585787229,1,0
123,retained,31,25,130.3460437,3251,67,29,7712.174513,972.9860613,19,12,Android,642.6812094166667,0.23782846889736478,0,0.040094138326668714,475.57769754866683,308.48698052,0.7365010649724845,0,0
124,churned,97,80,131.9129271,2929,37,0,4255.626774,866.8800721,12,9,Android,472.8474193333334,0.7353335426062273,0,0.04503684776374189,294.5477865484319,53.195334675000005,0.2804880523343341,0,1
125,retained,16,15,157.9590826,343,53,44,1730.393075,455.4794569,25,16,Android,108.1495671875,0.10129205447791073,0,0.46052210670553934,227.94350640229717,115.35953833333333,0.6140830802723338,0,0
126,retained,148,118,167.2459681,2680,12,0,6206.237566,1879.524603,10,7,iPhone,886.6053665714286,0.8849241729493149,0,0.06240521197761194,198.12151081482807,52.59523361016949,0.07175060861751202,1,0
127,retained,402,322,510.9532675,496,0,132,5781.057241,515.2152664,24,21,iPhone,275.2884400476191,0.7867647113148171,1,1.0301477167338708,673.2398224215353,17.95359391614907,0.2583406514765071,1,0
128,retained,15,15,115.6572458,811,6,0,3090.907194,1572.509162,6,1,iPhone,3090.907194,0.12969356045308836,0,0.14261066066584463,117.93535842050629,206.06047959999998,0.051877424181235345,1,0
129,retained,138,129,198.6097411,2053,62,39,2600.810383,1077.126474,26,23,iPhone,113.07871230434783,0.6948299677331385,1,0.09674122800779347,144.87493042530122,20.161320798449612,0.5085349763843985,1,0
130,churned,39,32,176.5371809,190,610,33,4846.91837,2681.366806,4,4,Android,1211.7295925,0.2209166352446268,0,0.9291430573684211,108.45778412310217,151.4661990625,3.642292216981924,0,1
131,retained,25,25,716.0780294,2739,0,11,11009.29294,205.8626513,19,17,Android,647.6054670588235,0.034912396378014056,0,0.26143776173786054,3208.729569101785,440.37171759999995,0.015361454406326183,0,0
132,retained,7,6,65.07366594,3023,140,0,1378.65079,385.7186153,27,18,Android,76.59171055555555,0.10757039577967259,0,0.021526187872973866,214.45438233688483,229.77513166666665,2.151407915593452,0,0
133,retained,17,15,105.6192067,1748,44,13,2774.682089,681.2939989,5,2,Android,1387.3410445,0.16095557362295546,0,0.06042288712814646,244.35988810821152,184.97880593333332,0.5396745703828506,0,0
134,retained,33,27,256.7593388,3012,136,72,9522.433102,1175.241192,10,10,iPhone,952.2433102000001,0.12852502329313523,0,0.08524546440903055,486.15211074051604,352.6827074814815,0.8100971165143068,1,0
135,retained,40,32,102.9483312,3323,154,101,3465.589796,1951.540263,14,13,iPhone,266.58383046153847,0.3885444235350558,0,0.03098053903099609,106.54937113126833,108.299681125,2.476970700035981,1,0
136,churned,89,82,91.52727513,2254,0,0,1772.191366,581.6487794,3,3,iPhone,590.7304553333333,0.9723877376835439,0,0.040606599436557235,182.81046178707066,21.612089829268292,0.0,1,1
137,retained,237,193,268.643805,1258,88,9,4478.18088,3120.903895,27,24,Android,186.59087,0.8822090648991515,1,0.2135483346581876,86.09392081264329,23.203009740932643,0.3610729084186401,0,0
138,retained,141,113,242.1291202,508,0,0,4136.026058,1841.184376,12,11,iPhone,376.00236890909093,0.5823339211885511,0,0.4766321263779527,134.78365703881033,36.60200051327434,0.0,1,0
139,retained,29,29,490.3315821,2551,120,73,6323.941583,3381.924229,15,15,Android,421.59610553333334,0.05914365106934033,0,0.192211517875343,112.19544534035744,218.06695113793103,0.3936111950476787,0,0
140,retained,175,140,245.7357075,2808,145,27,5732.235928,1978.80378,3,3,iPhone,1910.7453093333334,0.7121472161305659,0,0.08751271634615385,173.8091260771697,40.94454234285714,0.6999389781397561,1,0
141,retained,222,177,637.1520592,3021,71,95,2847.210995,1023.024294,29,24,iPhone,118.63379145833333,0.34842546107241706,1,0.2109076660708375,166.98788161916318,16.085937824858757,0.26053435377487044,1,0
143,retained,45,37,124.6937427,3073,81,112,2422.060394,1466.9046,24,15,Android,161.47069293333334,0.3608841873346063,0,0.04057720231044582,99.06821727875145,65.46109172972973,1.5477921812350894,0,0
144,retained,53,43,169.9292346,2389,0,24,5406.819727,3727.775268,17,17,iPhone,318.04821923529414,0.31189453730405964,0,0.07112985960652993,87.02487684941634,125.73999365116279,0.14123526217542323,1,0
145,retained,49,40,421.6059953,3244,30,0,2810.309139,1608.434574,12,5,iPhone,562.0618278,0.11622225619712385,0,0.12996485675092478,104.83394914886975,70.257728475,0.0711564833859942,1,0
